A178,B3927,C1222
A178,B3927,C1395
A179,B113,C2256
A179,B113,C339
A180,B1191,C4554
A180,B1191,C328
A181,B1751,C2008
A181,B1751,C1683
A182,B3843,C3046
A182,B3843,C1400
A183,B1872,C5974
A183,B1872,C4874
A184,B140,C4406
A184,B140,C1625
A185,B225,C4487
A185,B225,C1239
A186,B2822,C293
A186,B2822,C2136
A187,B2054,C1175
A187,B2054,C1392
A188,B2291,C4845
A188,B2291,C5599
A189,B349,C4859
A189,B349,C3722
A190,B3975,C4834
A190,B3975,C3810
A191,B1882,C489
A191,B1882,C593
A192,B2748,C22
A192,B2748,C3105
A193,B533,C3325
A193,B533,C4737
A194,B695,C126
A194,B695,C2413
A195,B1494,C3334
A195,B1494,C2276
A196,B353,C424
A196,B353,C3240
A197,B2747,C2483
A197,B2747,C3387
A198,B187,C615
A198,B187,C3199
A199,B3845,C779
A199,B3845,C5721
A200,B1037,C2961
A200,B1037,C4013
A201,B2073,C1840
A201,B2073,C987
A202,B1000,C2353
A202,B1000,C5309
A203,B2684,C2839
A203,B2684,C3849
A204,B2747,C814
A204,B2747,C4040
A205,B2596,C3178
A205,B2596,C1953
A206,B2920,C1443
A206,B2920,C2184
A207,B1253,C3787
A207,B1253,C2288
A208,B1725,C2801
A208,B1725,C1176
A209,B1210,C285
A209,B1210,C3477
A210,B2977,C1871
A210,B2977,C4754
A211,B55,C5625
A211,B55,C3757
A212,B2064,C2024
A212,B2064,C5184
A213,B613,C2148
A213,B613,C1608
A214,B2184,C4098
A214,B2184,C5477
A215,B605,C4292
A215,B605,C1500
A216,B3065,C4115
A216,B3065,C4082
A217,B855,C3230
A217,B855,C417
A218,B3346,C4023
A218,B3346,C3208
A219,B1824,C2435
A219,B1824,C5482
A220,B189,C3352
A220,B189,C573
A221,B2121,C5603
A221,B2121,C2216
A222,B2956,C90
A222,B2956,C69
A223,B3307,C180
A223,B3307,C4813
A224,B1779,C124
A224,B1779,C320
A225,B2440,C1629
A225,B2440,C4434
A226,B2627,C3025
A226,B2627,C4472
A227,B408,C2840
A227,B408,C3409
A228,B2441,C1670
A228,B2441,C488
A229,B3854,C2670
A229,B3854,C4649
A230,B2924,C1779
A230,B2924,C4564
A231,B1882,C720
A231,B1882,C2153
A232,B2484,C1612
A232,B2484,C5603
A233,B884,C1823
A233,B884,C2528
A234,B2192,C3777
A234,B2192,C4947
A235,B2631,C5761
A235,B2631,C5483
A236,B775,C4564
A236,B775,C3351
A237,B2474,C2066
A237,B2474,C540
A238,B1609,C5136
A238,B1609,C1014
A239,B1367,C629
A239,B1367,C1903
A240,B3031,C4509
A240,B3031,C2860
A241,B2210,C3012
A241,B2210,C3991
A242,B759,C573
A242,B759,C2018
A243,B1888,C1960
A243,B1888,C53
A244,B3897,C1538
A244,B3897,C1688
A245,B1737,C2327
A245,B1737,C2621
A246,B3209,C454
A246,B3209,C571
A247,B1685,C3755
A247,B1685,C2935
A248,B3198,C1943
A248,B3198,C219
A249,B1467,C1068
A249,B1467,C63
A250,B3240,C566
A250,B3240,C3137
A251,B110,C3173
A251,B110,C1479
A252,B970,C5204
A252,B970,C3100
A253,B975,C2878
A253,B975,C3784
A254,B3868,C3134
A254,B3868,C5242
A255,B1504,C3104
A255,B1504,C3438
A256,B3613,C1682
A256,B3613,C1011
A257,B3956,C5099
A257,B3956,C1835
A258,B3486,C3685
A258,B3486,C5212
A259,B1807,C1393
A259,B1807,C4845
A260,B1426,C5106
A260,B1426,C1725
A261,B1704,C3391
A261,B1704,C3025
A262,B955,C5446
A262,B955,C2541
A263,B3473,C1834
A263,B3473,C4985
A264,B2039,C1901
A264,B2039,C5166
A265,B2471,C5949
A265,B2471,C205
A266,B1787,C3292
A266,B1787,C644
A267,B3864,C4186
A267,B3864,C5011
A268,B1,C2005
A268,B1,C4294
A269,B302,C2918
A269,B302,C3711
A270,B189,C4685
A270,B189,C428
A271,B2261,C3749
A271,B2261,C830
A272,B1399,C5960
A272,B1399,C1449
A273,B2005,C5254
A273,B2005,C573
A274,B3757,C4105
A274,B3757,C3537
A275,B3608,C2811
A275,B3608,C1966
A276,B2046,C3654
A276,B2046,C1192
A277,B3853,C697
A277,B3853,C1984
A278,B142,C314
A278,B142,C2842
A279,B2650,C5420
A279,B2650,C5167
A280,B2082,C4789
A280,B2082,C910
A281,B723,C2098
A281,B723,C2568
A282,B3149,C2756
A282,B3149,C4043
A283,B3470,C4071
A283,B3470,C302
A284,B2617,C4756
A284,B2617,C4580
A285,B2261,C297
A285,B2261,C1034
A286,B3667,C2509
A286,B3667,C2241
A287,B191,C1
A287,B191,C4979
A288,B241,C5496
A288,B241,C3440
A289,B3072,C1822
A289,B3072,C1043
A290,B30,C3442
A290,B30,C1765
A291,B3219,C1647
A291,B3219,C2643
A292,B1140,C3186
A292,B1140,C5906
A293,B1279,C514
A293,B1279,C2917
A294,B1708,C1925
A294,B1708,C3705
A295,B919,C389
A295,B919,C760
A296,B350,C4497
A296,B350,C4965
A297,B3189,C1365
A297,B3189,C4824
A298,B67,C1979
A298,B67,C5358
A299,B2622,C3503
A299,B2622,C5434
A300,B3372,C4731
A300,B3372,C4219
A301,B3027,C5240
A301,B3027,C3325
A302,B1271,C2026
A302,B1271,C5440
A303,B992,C2886
A303,B992,C3258
A304,B1911,C961
A304,B1911,C5615
A305,B197,C4840
A305,B197,C2643
A306,B2453,C3394
A306,B2453,C2895
A307,B1681,C3660
A307,B1681,C3320
A308,B1944,C4855
A308,B1944,C3289
A309,B3021,C29
A309,B3021,C599
A310,B3815,C5447
A310,B3815,C4245
A311,B1115,C5533
A311,B1115,C3032
A312,B1074,C5124
A312,B1074,C1328
A313,B1701,C2527
A313,B1701,C1282
A314,B2646,C2260
A314,B2646,C3814
A315,B2686,C496
A315,B2686,C1608
A316,B3115,C3134
A316,B3115,C2859
A317,B3649,C5418
A317,B3649,C3294
A318,B1733,C3192
A318,B1733,C4627
A319,B981,C2616
A319,B981,C1088
A320,B3374,C100
A320,B3374,C2000
A321,B1186,C5729
A321,B1186,C3943
A322,B380,C4096
A322,B380,C1225
A323,B3427,C3435
A323,B3427,C3453
A324,B1387,C1616
A324,B1387,C1646
A325,B1602,C2334
A325,B1602,C637
A326,B890,C3392
A326,B890,C4855
A327,B949,C274
A327,B949,C2807
A328,B2650,C3697
A328,B2650,C179
A329,B3562,C2871
A329,B3562,C2613
A330,B787,C2381
A330,B787,C4971
A331,B3193,C769
A331,B3193,C1476
A332,B1984,C2458
A332,B1984,C2154
A333,B1359,C4034
A333,B1359,C2474
A334,B3930,C3492
A334,B3930,C4241
A335,B2323,C4671
A335,B2323,C27
A336,B2676,C5120
A336,B2676,C2126
A337,B382,C2195
A337,B382,C4515
A338,B2578,C5226
A338,B2578,C1581
A339,B732,C5173
A339,B732,C228
A340,B3489,C2530
A340,B3489,C5598
A341,B3811,C3375
A341,B3811,C2971
A342,B424,C1655
A342,B424,C3926
A343,B3688,C312
A343,B3688,C4598
A344,B1271,C4726
A344,B1271,C2453
A345,B1907,C5870
A345,B1907,C88
A346,B218,C4812
A346,B218,C5207
A347,B1967,C5414
A347,B1967,C2159
A348,B2057,C4948
A348,B2057,C2682
A349,B3300,C5193
A349,B3300,C962
A350,B3303,C4370
A350,B3303,C4030
A351,B94,C5566
A351,B94,C2326
A352,B3481,C1442
A352,B3481,C2268
A353,B2575,C647
A353,B2575,C5414
A354,B2080,C5085
A354,B2080,C1467
A355,B163,C4748
A355,B163,C2184
A356,B256,C4974
A356,B256,C5827
A357,B1197,C4999
A357,B1197,C3635
A358,B3161,C1183
A358,B3161,C3343
A359,B3124,C4775
A359,B3124,C2467
A360,B1173,C4095
A360,B1173,C4640
A361,B3377,C5505
A361,B3377,C113
A362,B1076,C366
A362,B1076,C3455
A363,B2965,C4168
A363,B2965,C2671
A364,B2042,C2552
A364,B2042,C4936
A365,B2655,C4735
A365,B2655,C1893
A366,B2698,C1338
A366,B2698,C5256
A367,B3860,C2458
A367,B3860,C2931
A368,B1237,C4462
A368,B1237,C1199
A369,B3213,C5861
A369,B3213,C1239
A370,B403,C5003
A370,B403,C4299
A371,B879,C3854
A371,B879,C2019
A372,B2396,C2161
A372,B2396,C823
A373,B2505,C5570
A373,B2505,C2826
A374,B1364,C4873
A374,B1364,C1578
A375,B2559,C60
A375,B2559,C541
A376,B2264,C3003
A376,B2264,C5651
A377,B117,C1297
A377,B117,C5956
A378,B464,C988
A378,B464,C4185
A379,B1944,C1165
A379,B1944,C2935
A380,B1434,C3329
A380,B1434,C5520
A381,B3661,C5865
A381,B3661,C4383
A382,B2061,C1817
A382,B2061,C2200
A383,B9,C1818
A383,B9,C2111
A384,B1187,C4318
A384,B1187,C2733
A385,B2223,C2532
A385,B2223,C3404
A386,B965,C1450
A386,B965,C2178
A387,B3404,C654
A387,B3404,C2744
A388,B1661,C168
A388,B1661,C1004
A389,B3881,C155
A389,B3881,C3822
A390,B2929,C4559
A390,B2929,C1883
A391,B1237,C3976
A391,B1237,C650
A392,B40,C2531
A392,B40,C2122
A393,B3329,C3139
A393,B3329,C3945
A394,B3720,C2814
A394,B3720,C1263
A395,B1497,C1031
A395,B1497,C4807
A396,B151,C507
A396,B151,C4910
A397,B3313,C5438
A397,B3313,C1237
A398,B366,C1223
A398,B366,C3920
A399,B3254,C3482
A399,B3254,C295
A400,B237,C1879
A400,B237,C4989
A401,B3483,C1712
A401,B3483,C3530
A402,B1157,C5420
A402,B1157,C5927
A403,B1184,C5535
A403,B1184,C1671
A404,B2181,C3289
A404,B2181,C2955
A405,B702,C1286
A405,B702,C215
A406,B3069,C3643
A406,B3069,C4538
A407,B3275,C5305
A407,B3275,C4218
A408,B1399,C2039
A408,B1399,C5642
A409,B2305,C3570
A409,B2305,C5486
A410,B3722,C4059
A410,B3722,C4675
A411,B1775,C5588
A411,B1775,C252
A412,B2277,C3060
A412,B2277,C3015
A413,B3482,C4152
A413,B3482,C3827
A414,B1867,C4472
A414,B1867,C4587
A415,B2479,C4747
A415,B2479,C449
A416,B266,C4299
A416,B266,C5409
A417,B3368,C5977
A417,B3368,C1364
A418,B1563,C2757
A418,B1563,C743
A419,B3644,C2691
A419,B3644,C2618
A420,B1462,C4379
A420,B1462,C1830
A421,B1138,C5592
A421,B1138,C5349
A422,B1534,C782
A422,B1534,C5582
A423,B2808,C2667
A423,B2808,C2339
A424,B2689,C1540
A424,B2689,C1652
A425,B2954,C4913
A425,B2954,C1651
A426,B2573,C3846
A426,B2573,C4801
A427,B1795,C5818
A427,B1795,C2843
A428,B2872,C391
A428,B2872,C3252
A429,B1969,C1764
A429,B1969,C4202
A430,B3131,C3480
A430,B3131,C4783
A431,B1604,C571
A431,B1604,C5235
A432,B3797,C1269
A432,B3797,C4926
A433,B1090,C127
A433,B1090,C1492
A434,B876,C5974
A434,B876,C268
A435,B2390,C303
A435,B2390,C4689
A436,B2413,C133
A436,B2413,C4430
A437,B111,C1146
A437,B111,C1127
A438,B2295,C1952
A438,B2295,C5016
A439,B1784,C2618
A439,B1784,C2310
A440,B3138,C574
A440,B3138,C1509
A441,B514,C2952
A441,B514,C1716
A442,B1611,C2765
A442,B1611,C387
A443,B1985,C3848
A443,B1985,C4121
A444,B2808,C5880
A444,B2808,C3221
A445,B250,C2394
A445,B250,C1264
A446,B1684,C2739
A446,B1684,C2274
A447,B303,C2409
A447,B303,C952
A448,B2775,C4647
A448,B2775,C3236
A449,B3885,C3129
A449,B3885,C428
A450,B2654,C2044
A450,B2654,C1277
A451,B2429,C5933
A451,B2429,C3226
A452,B1612,C2392
A452,B1612,C165
A453,B3788,C5782
A453,B3788,C1746
A454,B3140,C4730
A454,B3140,C4032
A455,B3674,C4409
A455,B3674,C5520
A456,B3922,C4411
A456,B3922,C5387
A457,B3283,C5177
A457,B3283,C1574
A458,B3039,C5989
A458,B3039,C1258
A459,B3911,C4590
A459,B3911,C2702
A460,B1861,C4567
A460,B1861,C1927
A461,B3234,C4216
A461,B3234,C1495
A462,B2490,C1346
A462,B2490,C3359
A463,B1594,C122
A463,B1594,C3177
A464,B613,C5617
A464,B613,C5863
A465,B3818,C4712
A465,B3818,C3202
A466,B2937,C3279
A466,B2937,C4504
A467,B2682,C2095
A467,B2682,C2078
A468,B3766,C3258
A468,B3766,C5466
A469,B1935,C1078
A469,B1935,C2737
A470,B814,C1521
A470,B814,C3800
A471,B2216,C3079
A471,B2216,C3336
A472,B2025,C2858
A472,B2025,C2993
A473,B365,C5077
A473,B365,C4965
A474,B3791,C2671
A474,B3791,C3637
A475,B620,C1027
A475,B620,C1406
A476,B1181,C3561
A476,B1181,C3222
A477,B3176,C2605
A477,B3176,C4539
A478,B3638,C4202
A478,B3638,C2792
A479,B3732,C4698
A479,B3732,C214
A480,B3071,C339
A480,B3071,C2028
A481,B826,C1368
A481,B826,C2945
A482,B2397,C4852
A482,B2397,C1321
A483,B3332,C4938
A483,B3332,C4709
A484,B2307,C1338
A484,B2307,C2551
A485,B3598,C3664
A485,B3598,C4963
A486,B281,C5127
A486,B281,C5790
A487,B328,C1499
A487,B328,C3229
A488,B1839,C2309
A488,B1839,C3529
A489,B3420,C5868
A489,B3420,C2188
A490,B1944,C1154
A490,B1944,C1805
A491,B3830,C3359
A491,B3830,C5109
A492,B3858,C4162
A492,B3858,C5810
A493,B3329,C3993
A493,B3329,C281
A494,B2099,C750
A494,B2099,C1546
A495,B2676,C670
A495,B2676,C2636
A496,B1190,C5732
A496,B1190,C2422
A497,B3582,C2365
A497,B3582,C2481
A498,B3737,C2641
A498,B3737,C4736
A499,B1426,C4662
A499,B1426,C1018
A500,B2458,C2843
A500,B2458,C2827
A501,B2283,C965
A501,B2283,C516
A502,B3061,C2301
A502,B3061,C5505
A503,B1528,C3714
A503,B1528,C1822
A504,B1916,C4123
A504,B1916,C1819
A505,B1514,C3939
A505,B1514,C5676
A506,B3302,C5053
A506,B3302,C1757
A507,B1891,C1032
A507,B1891,C3195
A508,B2408,C1215
A508,B2408,C1610
A509,B1988,C5285
A509,B1988,C1956
A510,B2488,C1127
A510,B2488,C3193
A511,B591,C1120
A511,B591,C5946
A512,B1776,C2704
A512,B1776,C3692
A513,B144,C1886
A513,B144,C2883
A514,B2495,C3946
A514,B2495,C751
A515,B2570,C1057
A515,B2570,C5287
A516,B42,C2957
A516,B42,C5312
A517,B978,C4595
A517,B978,C4950
A518,B3982,C205
A518,B3982,C5121
A519,B1937,C2134
A519,B1937,C4964
A520,B2153,C276
A520,B2153,C1244
A521,B932,C4262
A521,B932,C4987
A522,B3205,C4428
A522,B3205,C1899
A523,B1205,C1901
A523,B1205,C4976
A524,B779,C1565
A524,B779,C5739
A525,B466,C5422
A525,B466,C3913
A526,B291,C3994
A526,B291,C852
A527,B686,C5102
A527,B686,C2355
A528,B933,C3788
A528,B933,C1674
A529,B3487,C227
A529,B3487,C4225
A530,B3521,C4101
A530,B3521,C100
A531,B2586,C3664
A531,B2586,C3841
A532,B1129,C1895
A532,B1129,C1639
A533,B2869,C2144
A533,B2869,C1058
A534,B3400,C485
A534,B3400,C756
A535,B1089,C2133
A535,B1089,C5796
A536,B2498,C4928
A536,B2498,C1890
A537,B1780,C4629
A537,B1780,C5799
A538,B2461,C3543
A538,B2461,C2209
A539,B3992,C5349
A539,B3992,C199
A540,B2453,C3492
A540,B2453,C5250
A541,B1676,C1615
A541,B1676,C3391
A542,B3564,C589
A542,B3564,C4408
A543,B3570,C4700
A543,B3570,C4546
A544,B390,C3921
A544,B390,C5593
A545,B3001,C4483
A545,B3001,C311
A546,B2042,C8
A546,B2042,C2126
A547,B2317,C1850
A547,B2317,C5044
A548,B1921,C2057
A548,B1921,C5233
A549,B3669,C1230
A549,B3669,C4859
A550,B3231,C4018
A550,B3231,C2604
A551,B2055,C3705
A551,B2055,C3806
A552,B257,C3932
A552,B257,C5538
A553,B2051,C3343
A553,B2051,C2666
A554,B1871,C4697
A554,B1871,C3439
A555,B3473,C4973
A555,B3473,C2166
A556,B65,C2387
A556,B65,C1032
A557,B3147,C1035
A557,B3147,C1416
A558,B1749,C5164
A558,B1749,C5404
A559,B879,C3812
A559,B879,C753
A560,B1970,C3920
A560,B1970,C4770
A561,B252,C1279
A561,B252,C1639
A562,B2893,C1510
A562,B2893,C581
A563,B2965,C3552
A563,B2965,C5831
A564,B3226,C5635
A564,B3226,C1228
A565,B1369,C1412
A565,B1369,C4183
A566,B189,C938
A566,B189,C2369
A567,B2732,C5224
A567,B2732,C2354
A568,B2800,C3799
A568,B2800,C646
A569,B3840,C4184
A569,B3840,C458
A570,B2271,C447
A570,B2271,C3329
A571,B569,C855
A571,B569,C4390
A572,B816,C4369
A572,B816,C5717
A573,B429,C5926
A573,B429,C5236
A574,B536,C5037
A574,B536,C711
A575,B2816,C613
A575,B2816,C4154
A576,B3143,C3696
A576,B3143,C1082
A577,B3707,C3428
A577,B3707,C4363
A578,B2046,C507
A578,B2046,C3230
A579,B1186,C4501
A579,B1186,C1284
A580,B1039,C5498
A580,B1039,C4732
A581,B3108,C750
A581,B3108,C798
A582,B3363,C5801
A582,B3363,C3463
A583,B1170,C23
A583,B1170,C3721
A584,B1162,C4743
A584,B1162,C1004
A585,B1397,C4411
A585,B1397,C5767
A586,B2916,C4546
A586,B2916,C5863
A587,B1215,C3779
A587,B1215,C2
A588,B189,C1846
A588,B189,C1553
A589,B3686,C1445
A589,B3686,C843
A590,B2470,C854
A590,B2470,C3728
A591,B848,C4349
A591,B848,C3074
A592,B384,C5215
A592,B384,C3558
A593,B2474,C111
A593,B2474,C4567
A594,B768,C3018
A594,B768,C4296
A595,B2376,C3622
A595,B2376,C5872
A596,B124,C2497
A596,B124,C5225
A597,B2121,C5527
A597,B2121,C3593
A598,B3007,C5019
A598,B3007,C2830
A599,B3203,C1628
A599,B3203,C2450
A600,B1673,C5662
A600,B1673,C2495
A601,B218,C5026
A601,B218,C2193
A602,B1543,C1925
A602,B1543,C4618
A603,B2766,C5706
A603,B2766,C4883
A604,B901,C3387
A604,B901,C528
A605,B1867,C3973
A605,B1867,C4255
A606,B2377,C2097
A606,B2377,C1616
A607,B2950,C328
A607,B2950,C5752
A608,B1126,C5357
A608,B1126,C229
A609,B2321,C2538
A609,B2321,C5161
A610,B1938,C4143
A610,B1938,C4088
A611,B2248,C1856
A611,B2248,C3666
A612,B3729,C63
A612,B3729,C5494
A613,B2564,C407
A613,B2564,C3098
A614,B493,C3819
A614,B493,C2405
A615,B2951,C2819
A615,B2951,C1948
A616,B250,C3642
A616,B250,C3632
A617,B490,C802
A617,B490,C2556
A618,B379,C17
A618,B379,C2922
A619,B1602,C643
A619,B1602,C1136
A620,B1281,C1829
A620,B1281,C644
A621,B330,C136
A621,B330,C2736
A622,B211,C1233
A622,B211,C5872
A623,B1473,C432
A623,B1473,C808
A624,B1690,C1622
A624,B1690,C3931
A625,B1006,C5849
A625,B1006,C2084
A626,B1013,C847
A626,B1013,C5795
A627,B3143,C5178
A627,B3143,C1768
A628,B3805,C1648
A628,B3805,C1201
A629,B1074,C2466
A629,B1074,C3329
A630,B2323,C20
A630,B2323,C5617
A631,B939,C1335
A631,B939,C2629
A632,B563,C2844
A632,B563,C353
A633,B2677,C2321
A633,B2677,C5557
A634,B3971,C3851
A634,B3971,C5921
A635,B647,C4635
A635,B647,C4256
A636,B2833,C20
A636,B2833,C3506
A637,B1739,C1127
A637,B1739,C241
A638,B3225,C5249
A638,B3225,C5992
A639,B3459,C3433
A639,B3459,C1435
A640,B2613,C2770
A640,B2613,C3422
A641,B2952,C5050
A641,B2952,C2941
A642,B1884,C1998
A642,B1884,C1299
A643,B3923,C441
A643,B3923,C5021
A644,B2822,C3293
A644,B2822,C2907
A645,B2184,C5652
A645,B2184,C4596
A646,B3681,C2958
A646,B3681,C5481
A647,B3037,C5370
A647,B3037,C4504
A648,B966,C4467
A648,B966,C3792
A649,B2144,C2428
A649,B2144,C3804
A650,B3012,C327
A650,B3012,C4288
A651,B669,C1872
A651,B669,C541
A652,B3045,C1000
A652,B3045,C3734
A653,B3487,C1184
A653,B3487,C2071
A654,B1928,C392
A654,B1928,C2757
A655,B1450,C1689
A655,B1450,C2042
A656,B1019,C5526
A656,B1019,C2405
A657,B1562,C2233
A657,B1562,C1969
A658,B3659,C885
A658,B3659,C708
A659,B2559,C4013
A659,B2559,C3404
